"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","795c7629cb383317605d5a7fe5fa9719","4c118841eb4bcc32e7f6fbe7f3b964f4","8d69f6eaf0b375ff4e8a516a4c56c16c"
