"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","77a7e19bcc2e91892a887134efb80c76","8b597e58c81e0299f9aac57ec5ac904b","8d69f6eaf0b375ff4e8a516a4c56c16c"
