"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","e27713a0c14ed27fcc3d19c932d94c74","bbf781e137f967f67a88a07ba16e7ca4","8d69f6eaf0b375ff4e8a516a4c56c16c"
