"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","1d86a06014f07e65803df43e28ce2a79","2770c7c3c719df7b29db96fed8a44baf","8d69f6eaf0b375ff4e8a516a4c56c16c"
