"Flavor","CheckId","InstallId","BuildId"
"r-release-linux-x86_64","7f5daecc10fa059c1afdd4aab7a22de8","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
