"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","346537c2f9e59cbd5400c7afd2a875cf","1eac93ab86143e3183f7a4a254097beb","8d69f6eaf0b375ff4e8a516a4c56c16c"
