"Flavor","CheckId","InstallId","BuildId"
"r-devel-windows-x86_64","5ae14192a4f18bb867cc4d82c49411c6","3860d5b2d89fd6c1bb683d513c2c551f","8d69f6eaf0b375ff4e8a516a4c56c16c"
