"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","a4c1393fd621d5c3d3ec990668052029","44c102d25c069fa0dc765658c49e6308","8d69f6eaf0b375ff4e8a516a4c56c16c"
