"Flavor","CheckId","InstallId","BuildId"
"r-patched-linux-x86_64","822447b1d56b1f9fa73c4cdfb08c5093","9eaa759dbae09b081c9ee933404c9279","8d69f6eaf0b375ff4e8a516a4c56c16c"
