"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-clang","aaa7c55f576039d0fbe7dfd7437cfefe","ceb06e37cecd1ed71a0cb7b88c5a4448","8d69f6eaf0b375ff4e8a516a4c56c16c"
